import time: self [us] | cumulative | imported package
import time:     14298 |      17507 |                                         httpx._multipart
import time:      8197 |      25703 |                                       httpx._content
import time:       424 |        424 |                                         brotli
import time:       336 |        336 |                                         brotlicffi
import time:       315 |        315 |                                         zstandard
import time:       803 |       1877 |                                       httpx._decoders
import time:      1330 |       1330 |                                       httpx._status_codes
import time:       790 |        790 |                                             idna.idnadata
import time:       438 |        438 |                                             idna.intranges
import time:      1692 |       2919 |                                           idna.core
import time:       392 |        392 |                                           idna.package_data
import time:      1203 |       4513 |                                         idna
import time:      1382 |       1382 |                                         httpx._urlparse
import time:      8002 |      13896 |                                       httpx._urls
import time:     75510 |     121024 |                                     httpx._models
import time:     60183 |     181960 |                                   httpx._auth
import time:       997 |        997 |                                   httpx._config
import time:       630 |        630 |                                         httpx._transports.base
import time:     11351 |      11981 |                                       httpx._transports.asgi
import time:      1116 |       1116 |                                       httpx._transports.default
import time:      1148 |       1148 |                                       httpx._transports.mock
import time:      1401 |       1401 |                                       httpx._transports.wsgi
import time:     49102 |      64746 |                                     httpx._transports
import time:        72 |      64818 |                                   httpx._transports.base
import time:     54630 |     302403 |                                 httpx._client
import time:     30076 |     332479 |                               httpx._api
import time:     21788 |      21788 |                                         click._winconsole
import time:     17974 |      39762 |                                       click._compat
import time:      1587 |       1587 |                                         click.globals
import time:      2268 |       2268 |                                         click.utils
import time:     57356 |      61210 |                                       click.exceptions
import time:     46586 |     147558 |                                     click.types
import time:      2915 |       2915 |                                     click._utils
import time:      1028 |       1028 |                                       click.parser
import time:     11506 |      12533 |                                     click.formatting
import time:     23857 |      23857 |                                     click.termui
import time:    199754 |     386615 |                                   click.core
import time:      4193 |       4193 |                                   click.decorators
import time:    157350 |     548156 |                                 click
